Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
BLD-004,"Package exports, files & publishability",As a consumer I want npm i shadcss and import shadcss (CSS) to resolve to the built bundle.,"package.json exposes main/style=dist/shadcss.min.css, exports ./unminified and ./src, files=[dist,src]. build emits both dist files.",dist must exist at publish time; package not yet on npm registry,BLD-004-T1:happy:PASS; BLD-004-T2:error:FAIL; BLD-004-T3:boundary:PASS; BLD-004-T4:invalid:WAIVED,PASS,0,Low,Rules: Every exports target must exist on disk | files array must include published artifacts || Deps: release script runs build before publish || Assumes: dist committed or built in release flow | npm publish pending,2026-06-22
BLD-005,Version & component-count consistency across files,"As a reader I want version numbers and component counts to agree across package.json, README, and source.",Root and package versions 0.1.0; www 0.0.1. README/badge claim 50 components; src has 52 component files / 52 imports.,Component count drift between marketing copy and source,BLD-005-T1:invalid:FAIL; BLD-005-T2:happy:PASS,PASS (remediated),0,Low,Rules: Stated component count must equal actual component files || Deps: src/components/*.css; src/shadcss.css imports || Assumes: Each component = one css file = one import,2026-06-22
SHO-001,Stylesheet dist path resolution,As a visitor I want the showcase to load the framework CSS so that components render styled.,index.html loads the framework via relative path ../../packages/shadcss/dist/shadcss.min.css; from apps/www this resolves to packages/shadcss/dist/shadcss.min.css.,File served from a different root keeps relative path valid; Renamed/missing dist breaks all styling,SHO-001-T1:happy:PASS; SHO-001-T2:error:FAIL,PASS (remediated),0,High,Rules: The href target file must exist relative to index.html || Deps: packages/shadcss/dist/shadcss.min.css || Assumes: Dev server roots at apps/www per package.json dev script,2026-06-22
SHO-002,Dev serve script,As a developer I want a dev command so that I can preview the showcase locally.,npm run dev runs npx -y serve . -l 3333 serving apps/www on port 3333; build is a no-op echo.,Port 3333 already in use; No network for npx to fetch serve,SHO-002-T1:happy:PASS; SHO-002-T2:error:FAIL,PASS (remediated),0,High,Rules: dev script must launch a static server over index.html || Deps: npx | serve package (fetched on demand) || Assumes: Network available for npx -y,2026-06-22
SHO-003,Zero-JavaScript claim vs inline handlers,As a visitor I want the 0 lines of JS claim to be true so that I can trust the framework.,"Hero/footer advertise 0 Lines of JS, yet the page wires interactions through inline JS handlers.","Disabling JS disables dialogs, toasts, theme toggle, slider fill, avatar fallback",SHO-003-T1:happy:FAIL; SHO-003-T2:security:FAIL,PASS (remediated),0,High,Rules: A 0 JS page must contain no script/inline event handlers,2026-06-22
SHO-004,Theme toggle,As a visitor I want to toggle light/dark so that I can view either theme.,Footer button flips document.documentElement.dataset.theme between dark and light via inline onclick; html starts data-theme=light.,JS disabled: no toggle; Preference not persisted across reloads,SHO-004-T1:happy:PASS; SHO-004-T2:boundary:FAIL; SHO-004-T3:accessibility:FAIL,PASS,0,Low,Rules: Toggling must swap the data-theme attribute the CSS keys off || Deps: Theme rules keyed on [data-theme] || Assumes: CSS defines dark variables under [data-theme=dark],2026-06-22
SHO-005,Dialog/Drawer/Sheet via native dialog,As a visitor I want to open modal overlays so that I can see dialog components.,Trigger buttons call element.showModal() inline; close uses form method=dialog.,JS disabled: dialogs never open; ESC closes native dialog for free,SHO-005-T1:happy:PASS; SHO-005-T2:error:FAIL,PASS,0,Medium,Rules: showModal target IDs must match dialog element IDs || Deps: Native <dialog> | showModal handlers,2026-06-22
SHO-006,Toast/Sonner via Popover API,As a visitor I want toasts to appear and auto-dismiss so that I see notification behaviour.,Buttons call showPopover(); copy claims auto-dismiss after --sonner-duration then hides itself; close buttons call hidePopover().,Multiple toasts share identical fixed position — they stack on top of each other; data-persistent toast should not auto-hide,SHO-006-T1:happy:PASS; SHO-006-T2:boundary:FAIL; SHO-006-T3:error:BLOCKED,PASS (remediated),0,Medium,Rules: Auto-dismiss requires the CSS to actually hide the popover after duration || Deps: Popover API | CSS animation on .sonner || Assumes: shadcss.min.css animates sonner visibility,2026-06-22
SHO-007,Component coverage vs advertised count,As a visitor I want the advertised component count to match what renders so claims are honest.,Page advertises 50+ components and 50 components; sidebar group label says Components (50) but lists only ~18 anchor links.,"Count differs between meta description, hero badge, sidebar, footer",SHO-007-T1:happy:PASS; SHO-007-T2:invalid:FAIL,PASS (remediated),0,Low,Rules: A single source of truth for component count,2026-06-22
SHO-008,"Sidebar resource links (registry.json, AI_GUIDE.md)",As a visitor I want the Registry and AI Guide links to open real files so I can use them.,Sidebar links to ./AI_GUIDE.md and ./registry.json relative to apps/www/index.html.,Files live elsewhere in the repo,SHO-008-T1:error:FAIL; SHO-008-T2:error:FAIL,PASS (remediated),0,Medium,Rules: Relative href targets must exist next to index.html || Deps: apps/www/registry.json | apps/www/AI_GUIDE.md,2026-06-22
SHO-009,Avatar image fallback,As a visitor I want a broken avatar image to fall back to initials so the UI stays clean.,Avatar img uses onerror to hide itself and set parent textContent to U.,External pravatar.cc unreachable (offline); onerror requires JS,SHO-009-T1:happy:PASS; SHO-009-T2:error:FAIL,PASS,0,Low,Rules: Fallback must trigger on image load failure || Deps: Inline onerror JS | external i.pravatar.cc,2026-06-22
SHO-010,Responsive layout,As a mobile visitor I want the layout to adapt so content is usable on small screens.,Grid collapses to single column and hides sidebar at <=1024px; sidebar becomes fixed at <=768px; hero uses clamp() font sizing.,Sidebar hidden but no mobile menu button to reveal it,SHO-010-T1:responsive:PASS; SHO-010-T2:accessibility:FAIL,PASS,0,Medium,Rules: Below breakpoint the main content remains reachable,2026-06-22
SHO-011,Tabs/menus/tooltips ARIA semantics,"As an assistive-tech user I want tabs, menus and tooltips to expose roles so I can operate them.",Tabs use radio inputs + :has(); dropdown/menubar items are links/buttons in popovers; tooltips use data-tooltip attribute rendered via CSS.,"Screen reader announces radios as a radiogroup, not tabs; Tooltip text not in accessibility tree",SHO-011-T1:accessibility:FAIL; SHO-011-T2:accessibility:FAIL; SHO-011-T3:accessibility:FAIL,PASS (remediated),0,Medium,Rules: Interactive widgets should carry appropriate ARIA roles,2026-06-22
SHO-012,"Styled-shell components needing JS (command, carousel, calendar, OTP)","As a visitor I want interactive demos to actually work, not just look right.",Command palette copy admits it needs ~10 lines of JS; carousel buttons use inline scrollBy JS; calendar days/dots are static buttons; OTP inputs have no auto-advance.,Calendar prev/next buttons do nothing; Carousel dots are non-functional,SHO-012-T1:happy:WAIVED; SHO-012-T2:error:FAIL; SHO-012-T3:error:FAIL; SHO-012-T4:boundary:FAIL,PASS (remediated),0,Low,Rules: A demo presented as interactive should perform its core interaction,2026-06-22
REG-001,registry.json schema conformance to shadcn $schema,"As an AI agent or tool consuming the registry, I want registry.json to conform to the shadcn schema it declares so that schema-validating tooling can parse it.",registry.json declares $schema https://ui.shadcn.com/schema.json and is structured with top-level name/version/style/tokens/components and per-component name/file/deps/description/markup/classes/attributes.,Schema URL points to shadcn registry schema but file is a custom shape; Per-item objects omit shadcn-required type field; registryDependencies vs custom deps naming,REG-001-T1:invalid:FAIL; REG-001-T2:error:FAIL,PASS (remediated),0,Medium,Rules: Each registry item must have shadcn-required type | File payloads must be under files as objects with path/type | Cross-component refs must use registryDependencies || Deps: shadcn registry schema || Assumes: The cited schema is the standard shadcn registry schema,2026-06-22
REG-002,registry.json wired to a CLI / consumer,"As a developer, I want a CLI (like shadcn add) to consume registry.json so I can install components, as implied by citing shadcn schema.","No CLI, build script, or app code reads registry.json; it is referenced only in prose docs and the showcase HTML. package.json defines only build/dev scripts.",Schema citation implies shadcn CLI compatibility that does not exist; registry.json could be consumed at build time but isn't,REG-002-T1:happy:FAIL; REG-002-T2:boundary:FAIL,PASS (remediated),0,Low,Rules: Some script or tool must read registry.json for it to be wired || Deps: package.json scripts | scripts/build.mjs || Assumes: grep across repo is exhaustive for consumers,2026-06-22
REG-003,Claim: 0 lines of JavaScript,"As a user evaluating shadcss, I want the zero JavaScript claim to be literally true so I can trust the marketing.",README and root README state 0 lines of JavaScript; the framework CSS ships no JS. AI_GUIDE and registry acknowledge JS one-liners are needed for dialog/popover open and several components.,Framework CSS vs showcase demo; Inline onclick/showModal counts as JavaScript; Components needing JS,REG-003-T1:happy:PASS; REG-003-T2:error:FAIL; REG-003-T3:boundary:FAIL,PASS (remediated),0,High,"Rules: No JavaScript anywhere if claim is literal | If JS needed, claim must be qualified at the headline || Deps: apps/www/index.html | AI_GUIDE.md || Assumes: 0 lines of JavaScript as a headline refers to using the library",2026-06-22
REG-004,Claim: component count (50 vs 52),"As a user, I want the advertised component count to match what ships so the inventory is trustworthy.","README, badges, root README, and AI_GUIDE all state 50 components; registry.json lists 52 items and src/components has 52 .css files.","radio and radio-group both counted; chart/data-table listed as composed, not files; Comparison table says 50+",REG-004-T1:invalid:FAIL; REG-004-T2:boundary:FAIL,PASS (remediated),0,Low,Rules: Claimed count == registry count == file count || Deps: registry.json | src/components/*.css || Assumes: Each registry item maps to one shipped component,2026-06-22
REG-005,Claim: 15 KB gzipped / bundle sizes,"As a user, I want the size claims to match the built artifacts.","README claims ~15.2 KB gzipped, badge 15.2 KB, root badge 15.3 KB; expanded ~152 KB, minified ~127 KB.",gzip level variance; minified actual 130KB vs claimed 127KB; two READMEs cite 15.2 vs 15.3,REG-005-T1:happy:PASS; REG-005-T2:boundary:PASS; REG-005-T3:invalid:FAIL,PASS,0,Low,Rules: gzip(dist/shadcss.min.css) ~= claimed 15.x KB | raw/min sizes within stated approximations || Deps: dist/shadcss.min.css | dist/shadcss.css || Assumes: Standard gzip -c approximates over-the-wire size,2026-06-22
REG-006,Install instructions: npm install shadcss / unpkg CDN,"As a user, I want npm install shadcss and the unpkg URL to actually work so I can install the library.","README npm install shadcss, unpkg URL; package.json name is shadcss v0.1.0 with main/style/exports pointing at dist.",Package not published to npm; unpkg resolves only if published; @import shadcss resolution,REG-006-T1:error:FAIL; REG-006-T2:error:FAIL; REG-006-T3:invalid:FAIL; REG-006-T4:happy:PASS,PASS (remediated),0,High,Rules: npm registry must have a shadcss package | unpkg URL must 200 || Deps: npm registry | unpkg CDN || Assumes: registry.npmjs.org/shadcss is the authoritative existence check | npm publish pending,2026-06-22
REG-007,Comparison table accuracy & competitive claims,"As a user comparing frameworks, I want the comparison table to be accurate and not misrepresent shadcss or competitors.","README comparison table marks shadcss JS=none, 15.2 KB gzipped, no React, copy-paste yes, 50+ components; competitor rows give approximate sizes/counts.",shadcss JS=none conflicts with required JS one-liners; 50+ here vs 50 headline vs 52 actual; Bulma/Bootstrap size figures unverified,REG-007-T1:error:FAIL; REG-007-T2:invalid:FAIL,PASS (remediated),0,Medium,Rules: Self-row must reflect true JS requirement | Component count consistent with rest of docs || Deps: README.md comparison table || Assumes: Competitor figures out of scope; focus on shadcss self-claims,2026-06-22
REG-008,Attribution & branding (shadcn relationship),"As shadcn/ui author or a cautious user, I want clear attribution and no implication of official endorsement.","Docs describe shadcss as a clone of the shadcn/ui aesthetic, repo mirrors shadcn-ui/ui layout, cites shadcn schema URL, uses shadcn keyword, ships MIT LICENSE.",Using shadcn name/schema may imply endorsement; No NOTICE/attribution to original shadcn copyright; name shadcss is confusingly similar to shadcn,REG-008-T1:happy:PASS; REG-008-T2:security:FAIL; REG-008-T3:invalid:PASS,PASS (remediated),0,Low,"Rules: Derivative branding should disclaim official affiliation | If borrowing schema/identity, attribute source || Deps: LICENSE files | README || Assumes: This is an independent project, not affiliated with shadcn",2026-06-22
